t,x,x2
43.527,-9.546 ,17.341
43.544,-11.504 ,17.796
43.56,-13.441 ,18.086
43.577,-15.368 ,18.239
43.594,-17.086 ,18.28
43.61,-18.879 ,18.262
43.627,-20.322 ,18.108
43.644,-21.714 ,17.781
43.66,-23.153 ,17.237
43.677,-24.336 ,16.533
43.694,-25.407 ,15.712
43.71,-26.248 ,14.764
43.727,-27.036 ,13.652
43.744,-27.611 ,12.451
43.76,-28.006 ,11.124
43.777,-28.307 ,9.7
43.794,-28.421 ,8.171
43.81,-28.427 ,6.573
43.827,-28.253 ,4.808
43.844,-27.954 ,3.039
43.86,-27.412 ,1.177
43.877,-26.798 ,-0.836
43.894,-26.047 ,-2.912
43.911,-25.059 ,-5.017
43.927,-23.984 ,-7.234
43.944,-22.744 ,-9.503
43.961,-21.277 ,-11.769
43.977,-19.777 ,-14.107
43.994,-18.172 ,-16.362
44.011,-16.413 ,-18.679
44.027,-14.623 ,-20.85
44.044,-12.693 ,-23.012
44.061,-10.803 ,-25.147
44.077,-8.654 ,-27.224
44.094,-6.521 ,-29.272
44.111,-4.324 ,-31.168
44.127,-2.160 ,-32.934
44.144,0.042 ,-34.666
44.161,2.210 ,-36.141
44.177,4.459 ,-37.541
44.194,6.648 ,-38.781
44.211,8.741 ,-39.703
44.228,10.897 ,-40.62
44.244,12.873 ,-41.196
44.261,14.802 ,-41.654
44.278,16.607 ,-41.881
44.294,18.261 ,-41.923
44.311,19.830 ,-41.651
44.328,21.228 ,-41.249
44.344,22.327 ,-40.602
44.361,23.459 ,-39.797
44.378,24.557 ,-38.743
44.394,25.547 ,-37.55
44.411,26.339 ,-36.079
44.428,27.059 ,-34.503
44.444,27.801 ,-32.738
44.461,28.396 ,-30.8
44.478,28.644 ,-28.688
44.494,28.671 ,-26.485
44.511,28.672 ,-24.183
44.528,28.567 ,-21.763
44.545,28.572 ,-19.353
44.561,27.874 ,-16.852
44.578,27.108 ,-14.277
44.595,26.283 ,-11.623
44.611,25.473 ,-9.068
44.628,24.343 ,-6.503
44.645,23.150 ,-4.014
44.661,21.940 ,-1.535
44.678,20.303 ,0.886
44.695,18.635 ,3.301
44.711,17.095 ,5.594
44.728,15.208 ,7.782
44.745,13.302 ,9.92
44.761,11.386 ,12.054
44.778,9.419 ,14.02
44.795,7.456 ,15.889
44.811,5.375 ,17.681
44.828,3.266 ,19.327
44.845,1.061 ,20.771
44.861,-1.099 ,22.203
44.878,-3.141 ,23.432
44.895,-5.272 ,24.649
44.912,-7.392 ,25.744
44.928,-9.376 ,26.658
44.945,-11.328 ,27.477
44.962,-13.328 ,28.048
44.978,-15.221 ,28.396
44.995,-17.040 ,28.591
45.012,-18.461 ,28.601
45.028,-20.028 ,28.31
45.045,-21.498 ,27.919
45.062,-22.748 ,27.311
45.078,-23.983 ,26.52
45.095,-24.945 ,25.503
45.112,-25.857 ,24.359
45.128,-26.516 ,23.056
45.145,-27.120 ,21.569
45.162,-27.480 ,20.021
45.178,-27.741 ,18.288
45.195,-27.857 ,16.454
45.212,-27.848 ,14.457
45.229,-27.799 ,12.338
45.245,-27.435 ,10.164
45.262,-27.017 ,7.97
45.279,-26.379 ,5.633
45.295,-25.615 ,3.286
45.312,-24.724 ,0.845
45.329,-23.597 ,-1.638
45.345,-22.374 ,-4.153
45.362,-20.892 ,-6.738
45.379,-19.381 ,-9.353
45.395,-17.798 ,-11.98
45.412,-16.027 ,-14.603
45.429,-14.224 ,-17.15
45.445,-12.300 ,-19.677
45.462,-10.395 ,-22.186
45.479,-8.321 ,-24.628
45.495,-6.197 ,-26.838
45.512,-4.084 ,-29.027
45.529,-1.921 ,-31.135
45.546,0.235 ,-33.141
45.562,2.388 ,-34.841
45.579,4.608 ,-36.477
45.596,6.638 ,-37.884
45.612,8.847 ,-39.185
45.629,10.797 ,-40.145
45.646,12.840 ,-41.028
45.662,14.705 ,-41.622
45.679,16.413 ,-42.022
45.696,18.027 ,-42.167
45.712,19.667 ,-42.064
45.729,21.191 ,-41.728
45.746,22.504 ,-41.18
45.762,23.614 ,-40.474
45.779,24.635 ,-39.592
45.796,25.615 ,-38.534
45.812,26.602 ,-37.246
45.829,27.456 ,-35.85
45.846,27.916 ,-34.234
45.862,28.662 ,-32.387
45.879,29.401 ,-30.391
45.896,29.250 ,-28.244
45.913,29.152 ,-25.92
45.929,29.458 ,-23.515
45.946,29.261 ,-21.042
45.963,28.717 ,-18.37
45.979,28.048 ,-15.593
45.996,27.295 ,-12.775
46.013,26.383 ,-9.93
46.029,25.286 ,-7.062
46.046,24.107 ,-4.208
46.063,22.798 ,-1.35
46.079,21.356 ,1.758
46.096,19.803 ,4.603
46.113,17.997 ,7.45
46.129,16.282 ,10.198
46.146,14.366 ,12.808
46.163,12.443 ,15.367
46.179,10.350 ,17.873
46.196,8.426 ,20.288
46.213,6.296 ,22.487
46.23,4.136 ,24.626
46.246,1.837 ,26.641
46.263,-0.298 ,28.426
46.28,-2.762 ,29.997
46.296,-4.827 ,31.451
46.313,-6.734 ,32.692
46.33,-8.868 ,33.781
46.346,-10.742 ,34.563
46.363,-12.789 ,35.275
46.38,-14.968 ,35.879
46.396,-16.620 ,36.261
46.413,-18.515 ,36.333
46.43,-20.082 ,36.34
46.446,-21.589 ,35.988
46.463,-23.070 ,35.575
46.48,-24.336 ,34.922
46.496,-25.471 ,34.116
46.513,-26.416 ,33.086
46.53,-27.284 ,31.964
46.547,-27.939 ,30.595
46.563,-28.452 ,29.124
46.58,-28.757 ,27.414
46.597,-28.886 ,25.596
46.613,-28.923 ,23.815
46.63,-28.745 ,22.117
46.647,-28.495 ,19.322
46.663,-28.096 ,16.735
46.68,-27.520 ,13.466
46.697,-26.802 ,10.854
46.713,-25.894 ,7.785
46.73,-24.841 ,5.122
46.747,-23.676 ,2.068
46.763,-22.386 ,-0.766
46.78,-20.892 ,-3.357
46.797,-19.285 ,-6.554
46.813,-17.602 ,-9.581
46.83,-15.682 ,-12.811
46.847,-13.818 ,-15.377
46.863,-11.819 ,-18.612
46.88,-9.724 ,-21.479
46.897,-7.624 ,-24.081
46.914,-5.475 ,-26.617
46.93,-3.265 ,-29.287
46.947,-1.046 ,-31.802
46.964,1.167 ,-33.951
46.98,3.369 ,-36.074
46.997,5.613 ,-38.05
47.014,7.730 ,-39.701
47.03,9.799 ,-41.003
47.047,11.784 ,-42.405
47.064,13.995 ,-43.33
47.08,15.859 ,-43.991
47.097,17.439 ,-44.546
47.114,18.980 ,-44.905
47.13,20.445 ,-44.944
47.147,21.690 ,-44.647
47.164,23.085 ,-44.241
47.18,24.250 ,-43.542
47.197,25.097 ,-42.465
47.214,26.216 ,-41.113
47.231,27.063 ,-39.672
47.247,27.757 ,-38.152
47.264,28.254 ,-36.234
47.281,28.973 ,-34.264
47.297,28.993 ,-32.093
47.314,29.594 ,-29.642
47.331,29.854 ,-26.843
47.347,29.701 ,-23.976
47.364,29.276 ,-21.124
47.381,28.797 ,-18.207
47.397,28.210 ,-15.146
47.414,27.337 ,-12.219
47.431,26.466 ,-9.137
47.447,25.175 ,-6.175
47.464,23.937 ,-3.059
47.481,22.592 ,-0.092
47.497,21.038 ,2.994
47.514,19.328 ,5.908
47.531,17.580 ,8.804
47.548,15.702 ,11.596
47.564,13.540 ,14.335
47.581,11.598 ,16.967
47.598,9.648 ,19.46
47.614,7.429 ,21.918
47.631,5.296 ,24.393
47.648,3.203 ,26.836
47.664,0.967 ,28.973
47.681,-1.114 ,30.834
47.698,-3.352 ,32.585
47.714,-5.641 ,34.288
47.731,-7.614 ,35.711
47.748,-9.742 ,36.869
47.764,-11.866 ,37.922
47.781,-13.899 ,38.669
47.798,-15.648 ,39.283
47.814,-17.407 ,39.599
47.831,-19.101 ,39.605
47.848,-20.742 ,39.304
47.864,-22.205 ,38.836
47.881,-23.426 ,38.06
47.898,-24.681 ,37.093
47.915,-25.731 ,35.984
47.931,-26.460 ,34.548
47.948,-27.177 ,32.92
47.965,-27.738 ,31.072
47.981,-28.167 ,29.057
47.998,-28.424 ,26.872
48.015,-28.390 ,24.56
48.031,-28.372 ,22.058
48.048,-28.119 ,19.477
48.065,-27.778 ,16.755
48.081,-27.307 ,13.868
48.098,-26.641 ,10.948
48.115,-25.861 ,7.89
48.131,-24.913 ,4.829
48.148,-23.773 ,1.654
48.165,-22.553 ,-1.473
48.181,-21.196 ,-4.631
48.198,-19.722 ,-7.815
48.215,-18.070 ,-10.988
48.232,-16.402 ,-14.216
48.248,-14.515 ,-17.329
48.265,-12.634 ,-20.264
48.282,-10.607 ,-23.18
48.298,-8.521 ,-26.01
48.315,-6.326 ,-28.753
48.332,-4.130 ,-31.259
48.348,-1.913 ,-33.693
48.365,0.280 ,-35.831
48.382,2.489 ,-37.927
48.398,4.635 ,-39.673
48.415,6.812 ,-41.276
48.432,8.974 ,-42.662
48.448,11.094 ,-43.801
48.465,13.063 ,-44.724
48.482,14.883 ,-45.464
48.498,16.609 ,-45.884
48.515,18.261 ,-46.214
48.532,19.769 ,-46.22
48.549,21.242 ,-45.878
48.565,22.507 ,-45.437
48.582,23.554 ,-44.59
48.599,24.719 ,-43.434
48.615,25.557 ,-42.004
48.632,26.354 ,-40.528
48.649,27.065 ,-38.777
48.665,27.832 ,-36.683
48.682,28.287 ,-34.467
48.699,29.216 ,-31.968
48.715,28.690 ,-29.279
48.732,28.906 ,-26.604
48.749,28.782 ,-23.705
48.765,28.698 ,-20.582
48.782,28.233 ,-17.447
48.799,27.635 ,-14.392
48.815,27.008 ,-11.169
48.832,26.171 ,-7.995
48.849,25.219 ,-4.821
48.865,24.157 ,-1.622
48.882,22.944 ,1.488
48.899,21.494 ,4.606
48.916,19.889 ,7.791
48.932,18.310 ,10.784
48.949,16.596 ,13.851
48.966,14.688 ,16.789
48.982,12.900 ,19.63
48.999,11.067 ,22.34
49.016,9.054 ,24.958
49.032,7.038 ,27.375
49.049,4.647 ,29.541
49.066,2.659 ,31.814
49.082,0.440 ,33.704
49.099,-1.640 ,35.514
49.116,-3.539 ,36.986
49.132,-5.889 ,38.363
49.149,-7.590 ,39.387
49.166,-9.708 ,40.248
49.182,-11.909 ,40.918
49.199,-13.747 ,41.244
49.216,-15.468 ,41.27
49.233,-17.198 ,41.208
49.249,-18.632 ,40.843
49.266,-20.129 ,40.151
49.283,-21.452 ,39.182
49.299,-22.642 ,38.074
49.316,-23.671 ,36.698
49.333,-24.685 ,35.185
49.349,-25.443 ,33.406
49.366,-26.048 ,31.361
49.383,-26.568 ,29.315
49.399,-26.996 ,27.054
49.416,-27.215 ,24.608
49.433,-27.235 ,22.031
49.449,-27.206 ,19.252
49.466,-26.954 ,16.418
49.483,-26.577 ,13.494
49.499,-25.950 ,10.56
49.516,-25.141 ,7.422
49.533,-24.235 ,4.258
49.55,-23.128 ,1.074
49.566,-22.001 ,-2.069
49.583,-20.604 ,-5.158
49.6,-19.222 ,-8.205
49.616,-17.721 ,-11.287
49.633,-16.104 ,-14.27
49.65,-14.410 ,-17.174
49.666,-12.628 ,-20.185
49.683,-10.785 ,-23.034
49.7,-8.879 ,-25.657
49.716,-6.842 ,-28.372
49.733,-4.791 ,-30.856
49.75,-2.721 ,-33.115
49.766,-0.564 ,-35.213
49.783,1.611 ,-37.13
49.8,3.845 ,-38.941
49.816,5.997 ,-40.419
49.833,7.997 ,-41.711
49.85,10.071 ,-42.765
49.866,12.096 ,-43.584
49.883,13.895 ,-44.201
49.9,15.646 ,-44.583
49.917,17.343 ,-44.658
49.933,18.889 ,-44.608
49.95,20.202 ,-44.272
49.967,21.769 ,-43.651
49.983,22.762 ,-42.916
50,23.798 ,-41.858
50.017,24.938 ,-40.723
50.033,25.924 ,-39.313
50.05,26.731 ,-37.787
50.067,27.510 ,-36.036
50.083,28.012 ,-34.013
50.1,28.696 ,-31.865
50.117,28.788 ,-29.638
50.133,29.211 ,-27.157
50.15,29.081 ,-24.568
50.167,29.040 ,-21.855
50.183,28.586 ,-19.095
50.2,28.167 ,-16.259
50.217,27.533 ,-13.411
50.234,26.781 ,-10.491
50.25,25.874 ,-7.5
50.267,24.889 ,-4.402
50.284,23.733 ,-1.282
50.3,22.472 ,1.79
50.317,21.029 ,4.853
50.334,19.530 ,7.816
50.35,17.890 ,10.772
50.367,16.032 ,13.651
50.384,14.236 ,16.392
50.4,12.385 ,19.075
50.417,10.315 ,21.54
50.434,8.421 ,24.006
50.45,6.424 ,26.208
50.467,4.070 ,28.277
50.484,2.184 ,30.171
50.5,-0.035 ,31.977
50.517,-1.986 ,33.546
50.534,-4.080 ,34.97
50.551,-6.191 ,36.165
50.567,-8.202 ,37.156
50.584,-10.118 ,37.947
50.601,-12.112 ,38.582
50.617,-13.982 ,39.003
50.634,-15.699 ,39.237
50.651,-17.522 ,39.217
50.667,-19.053 ,38.917
50.684,-20.462 ,38.296
50.701,-21.748 ,37.515
50.717,-23.054 ,36.761
50.734,-24.109 ,35.68
50.751,-25.012 ,34.389
50.767,-25.708 ,32.897
50.784,-26.239 ,31.266
50.801,-26.750 ,29.497
50.817,-27.027 ,27.588
50.834,-27.142 ,25.522
50.851,-27.148 ,23.351
50.867,-27.005 ,21.104
50.884,-26.626 ,18.704
50.901,-26.114 ,16.322
50.918,-25.379 ,13.889
50.934,-24.513 ,11.319
50.951,-23.511 ,8.614
50.968,-22.406 ,5.81
50.984,-21.065 ,2.919
51.001,-19.658 ,0.073
51.018,-18.106 ,-2.828
51.034,-16.394 ,-5.706
51.051,-14.636 ,-8.568
51.068,-12.811 ,-11.475
51.084,-10.897 ,-14.307
51.101,-8.903 ,-17.162
51.118,-6.851 ,-19.823
51.134,-4.768 ,-22.527
51.151,-2.607 ,-25.089
51.168,-0.465 ,-27.526
51.184,1.706 ,-29.897
51.201,3.859 ,-32.055
51.218,6.085 ,-34.045
51.235,8.143 ,-35.752
51.251,10.242 ,-37.298
51.268,12.270 ,-38.706
51.285,14.071 ,-39.824
51.301,15.920 ,-40.851
51.318,17.648 ,-41.634
51.335,19.322 ,-42.198
51.351,20.805 ,-42.472
51.368,22.002 ,-42.571
51.385,23.181 ,-42.368
51.401,24.305 ,-42.016
51.418,25.400 ,-41.451
51.435,26.352 ,-40.632
51.451,27.092 ,-39.629
51.468,27.780 ,-38.385
51.485,28.248 ,-36.755
51.501,28.891 ,-35.026
51.518,29.355 ,-33.107
51.535,29.457 ,-30.949
51.552,29.419 ,-28.593
51.568,29.465 ,-26.077
51.585,29.143 ,-23.34
51.602,28.487 ,-20.52
51.618,27.662 ,-17.605
51.635,26.772 ,-14.609
51.652,25.778 ,-11.408
51.668,24.648 ,-8.085
51.685,23.410 ,-4.807
51.702,22.006 ,-1.453
51.718,20.460 ,1.925
51.735,18.822 ,5.33
51.752,17.008 ,8.542
51.768,15.250 ,11.739
51.785,13.410 ,14.849
51.802,11.506 ,17.812
51.818,9.542 ,20.655
51.835,7.526 ,23.341
51.852,5.196 ,25.873
51.868,3.190 ,28.166
51.885,1.033 ,30.309
51.902,-1.104 ,32.333
51.919,-3.385 ,34.135
51.935,-5.377 ,35.773
51.952,-7.353 ,37.147
51.969,-9.624 ,38.406
51.985,-11.611 ,39.4
52.002,-13.501 ,40.185
52.019,-15.175 ,40.681
52.035,-16.937 ,41.015
52.052,-18.574 ,41.196
52.069,-19.882 ,41.044
52.085,-21.278 ,40.705
52.102,-22.517 ,40.048
52.119,-23.692 ,39.267
52.135,-24.731 ,38.19
52.152,-25.532 ,36.91
52.169,-26.240 ,35.488
52.185,-26.739 ,33.845
52.202,-27.054 ,31.972
52.219,-27.322 ,29.934
52.236,-27.405 ,27.727
52.252,-27.400 ,25.458
52.269,-27.223 ,23.009
52.286,-26.895 ,20.395
52.302,-26.424 ,17.669
52.319,-25.717 ,14.813
52.336,-24.929 ,11.911
52.352,-23.974 ,8.839
52.369,-22.827 ,5.878
52.386,-21.591 ,2.73
52.402,-20.119 ,-0.371
52.419,-18.560 ,-3.484
52.436,-16.967 ,-6.567
52.452,-15.239 ,-9.642
52.469,-13.494 ,-12.708
52.486,-11.449 ,-15.792
52.502,-9.534 ,-18.638
52.519,-7.558 ,-21.507
52.536,-5.462 ,-24.275
52.553,-3.343 ,-26.914
52.569,-1.160 ,-29.371
52.586,1.055 ,-31.773
52.603,3.270 ,-33.933
52.619,5.481 ,-35.998
52.636,7.668 ,-37.786
52.653,9.743 ,-39.346
52.669,11.840 ,-40.692
52.686,13.826 ,-41.794
52.703,15.490 ,-42.763
52.719,17.311 ,-43.476
52.736,18.992 ,-43.875
52.753,20.804 ,-44.22
52.769,21.937 ,-44.229
52.786,23.193 ,-44.199
52.803,24.383 ,-43.886
52.819,25.462 ,-43.28
52.836,26.607 ,-42.524
52.853,27.490 ,-41.722
52.869,28.197 ,-40.604
52.886,28.651 ,-39.205
52.903,29.068 ,-37.64
52.92,29.437 ,-35.815
52.936,29.659 ,-33.872
52.953,29.457 ,-31.597
52.97,29.660 ,-29.295
52.986,29.043 ,-26.864
53.003,28.607 ,-24.313
53.02,27.858 ,-21.657
53.036,27.100 ,-18.961
53.053,25.941 ,-16.177
53.07,24.729 ,-13.316
53.086,24.143 ,-10.461
53.103,22.265 ,-7.629
53.12,20.941 ,-4.76
53.136,19.115 ,-1.884
53.153,17.373 ,0.951
53.17,15.336 ,3.786
53.186,13.573 ,6.65
53.203,12.439 ,9.459
53.22,9.569 ,12.279
53.237,7.431 ,14.837
53.253,5.325 ,17.585
53.27,3.082 ,20.075
53.287,0.949 ,22.518
53.303,-1.240 ,24.746
53.32,-3.460 ,26.869
53.337,-5.506 ,28.82
53.353,-7.655 ,30.692
53.37,-9.827 ,32.258
53.387,-11.917 ,33.694
53.403,-13.818 ,34.996
53.42,-15.820 ,36.075
53.437,-17.579 ,36.993
53.453,-19.128 ,37.594
53.47,-20.685 ,38.204
53.487,-22.103 ,38.54
53.503,-23.371 ,38.586
53.52,-24.508 ,38.501
53.537,-25.524 ,38.177
53.554,-26.264 ,37.583
53.57,-26.988 ,36.801
53.587,-27.558 ,35.893
53.604,-28.043 ,34.719
53.62,-28.237 ,33.383
53.637,-28.347 ,31.891
53.654,-28.263 ,30.263
53.67,-28.027 ,28.477
53.687,-27.672 ,26.517
53.704,-27.110 ,24.419
53.72,-26.379 ,22.168
53.737,-25.547 ,19.87
53.754,-24.557 ,17.459
53.77,-23.373 ,14.927
53.787,-22.087 ,12.344
53.804,-20.645 ,9.667
53.82,-19.114 ,6.885
53.837,-17.473 ,4.089
53.854,-15.635 ,1.259
53.87,-13.794 ,-1.571
53.887,-11.783 ,-4.425
53.904,-9.768 ,-7.272
53.921,-7.615 ,-10.106
53.937,-5.434 ,-12.958
53.954,-3.256 ,-15.782
53.971,-1.002 ,-18.595
53.987,1.200 ,-21.228
54.004,3.528 ,-23.938
54.021,5.848 ,-26.441
54.037,8.084 ,-28.792
54.054,10.332 ,-31.068
54.071,12.407 ,-33.158
54.087,14.490 ,-35.014
54.104,16.317 ,-36.788
54.121,18.164 ,-38.302
54.137,19.848 ,-39.635
54.154,21.526 ,-40.718
54.171,23.077 ,-41.705
54.187,24.518 ,-42.278
54.204,25.486 ,-42.783
54.221,26.303 ,-42.962
54.238,27.307 ,-42.996
54.254,27.895 ,-42.817
54.271,28.641 ,-42.437
54.288,29.027 ,-41.759
54.304,29.331 ,-40.794
54.321,29.574 ,-39.636
54.338,29.984 ,-38.282
54.354,29.800 ,-36.68
54.371,29.434 ,-34.91
54.388,28.886 ,-32.966
54.404,28.372 ,-30.893
54.421,27.442 ,-28.606
54.438,26.403 ,-26.228
54.454,25.280 ,-23.701
54.471,23.970 ,-21.018
54.488,22.549 ,-18.286
54.504,21.046 ,-15.498
54.521,19.384 ,-12.673
54.538,17.487 ,-9.78
54.555,15.685 ,-6.884
54.571,13.334 ,-3.864
54.588,11.346 ,-0.933
54.605,9.156 ,2.009
54.621,7.104 ,5.012
54.638,4.842 ,7.975
54.655,2.445 ,10.833
54.671,0.290 ,13.66
54.688,-1.946 ,16.443
54.705,-3.856 ,18.94
54.721,-6.103 ,21.464
54.738,-8.091 ,23.819
54.755,-10.249 ,26.061
54.771,-12.366 ,28.079
54.788,-14.187 ,30.039
54.805,-16.231 ,31.748
54.821,-18.054 ,33.306
54.838,-19.680 ,34.732
54.855,-21.212 ,36.024
54.871,-22.512 ,37.078
54.888,-23.868 ,37.867
54.905,-24.943 ,38.527
54.922,-25.884 ,38.923
54.938,-26.528 ,39.108
54.955,-27.305 ,39.101
54.972,-27.851 ,38.884
54.988,-28.182 ,38.545
55.005,-28.442 ,37.981
55.022,-28.561 ,37.391
55.038,-28.554 ,36.536
55.055,-28.359 ,35.519
55.072,-28.051 ,34.471
55.088,-27.506 ,33.229
55.105,-26.860 ,31.804
55.122,-26.042 ,30.314
55.138,-24.972 ,28.504
55.155,-23.798 ,26.645
55.172,-22.583 ,24.668
55.188,-21.205 ,22.476
55.205,-19.714 ,20.238
55.222,-18.097 ,17.964
55.239,-16.382 ,15.642
55.255,-14.543 ,13.167
55.272,-12.677 ,10.703
55.289,-10.685 ,8.102
55.305,-8.669 ,5.461
55.322,-6.528 ,2.857
55.339,-4.389 ,0.185
55.355,-2.228 ,-2.471
55.372,-0.054 ,-5.012
55.389,2.211 ,-7.527
55.405,4.418 ,-10.012
55.422,6.565 ,-12.449
55.439,8.659 ,-14.878
55.455,10.774 ,-17.139
55.472,12.775 ,-19.495
55.489,14.639 ,-21.666
55.505,16.381 ,-23.771
55.522,18.110 ,-25.666
55.539,19.724 ,-27.432
55.556,21.139 ,-29.134
55.572,22.302 ,-30.625
55.589,23.448 ,-31.949
55.606,24.559 ,-33.074
55.622,25.665 ,-33.857
55.639,27.181 ,-34.526
55.656,27.936 ,-35.073
55.672,28.000 ,-35.442
55.689,29.134 ,-35.564
55.706,29.484 ,-35.568
55.722,29.685 ,-35.502
55.739,29.601 ,-35.142
55.756,29.872 ,-34.578
55.772,29.604 ,-33.923
55.789,29.197 ,-33.102
55.806,28.693 ,-32.073
55.822,27.956 ,-30.907
55.839,27.114 ,-29.528
55.856,26.139 ,-28.051
55.872,24.877 ,-26.368
55.889,23.615 ,-24.554
55.906,22.162 ,-22.627
55.923,20.627 ,-20.606
55.939,18.942 ,-18.498
55.956,17.212 ,-16.395
55.973,15.240 ,-14.214
55.989,13.351 ,-12.011
56.006,11.286 ,-9.686
56.023,9.311 ,-7.436
56.039,7.398 ,-5.172
56.056,5.222 ,-2.835
56.073,3.112 ,-0.55
56.089,0.820 ,1.867
56.106,-1.332 ,4.076
56.123,-3.420 ,6.374
56.139,-5.642 ,8.621
56.156,-7.720 ,10.902
56.173,-9.678 ,13.053
56.189,-11.790 ,15.156
56.206,-13.620 ,17.227
56.223,-15.628 ,19.162
56.24,-17.297 ,20.947
56.256,-18.976 ,22.675
56.273,-20.448 ,24.236
56.29,-21.912 ,25.678
56.306,-23.151 ,26.993
56.323,-24.342 ,28.091
56.34,-25.261 ,29.128
56.356,-26.005 ,29.888
56.373,-26.672 ,30.588
56.39,-27.158 ,31.134
56.406,-27.606 ,31.504
56.423,-27.880 ,31.693
56.44,-27.947 ,31.772
56.456,-27.910 ,31.676
56.473,-27.793 ,31.437
56.49,-27.469 ,31.093
56.506,-27.056 ,30.53
56.523,-26.339 ,29.84
56.54,-25.540 ,28.926
56.557,-24.556 ,27.89
56.573,-23.411 ,26.612
56.59,-22.162 ,25.292
56.607,-20.688 ,23.746
56.623,-19.130 ,22.142
56.64,-17.446 ,20.411
56.657,-15.661 ,18.543
56.673,-13.855 ,16.547
56.69,-11.804 ,14.409
56.707,-9.850 ,12.133
56.723,-7.727 ,9.829
56.74,-5.518 ,7.418
56.757,-3.325 ,4.964
56.773,-1.170 ,2.478
56.79,1.025 ,0.008
56.807,3.228 ,-2.5
56.823,5.460 ,-5.008
56.84,7.718 ,-7.516
56.857,9.830 ,-10.025
56.873,11.856 ,-12.691
56.89,13.839 ,-15.29
56.907,15.764 ,-17.83
56.924,17.648 ,-20.333
56.94,19.254 ,-22.763
56.957,20.748 ,-25.073
56.974,22.076 ,-27.278
56.99,23.154 ,-29.286
57.007,24.343 ,-31.195
57.024,25.516 ,-32.939
57.04,26.652 ,-34.579
57.057,27.431 ,-36.078
57.074,28.827 ,-37.31
57.09,29.535 ,-38.472
57.107,29.936 ,-39.298
57.124,30.239 ,-39.985
57.14,30.321 ,-40.487
57.157,30.365 ,-40.777
57.174,30.195 ,-40.879
57.19,29.846 ,-40.74
57.207,29.251 ,-40.398
57.224,28.683 ,-39.877
57.241,27.772 ,-39.112
57.257,26.775 ,-38.118
57.274,25.822 ,-36.898
57.291,24.572 ,-35.523
57.307,23.267 ,-33.846
57.324,21.768 ,-32.049
57.341,20.208 ,-30.122
57.357,18.394 ,-27.917
57.374,16.294 ,-25.556
57.391,14.731 ,-23.081
57.407,12.487 ,-20.391
57.424,10.530 ,-17.733
57.441,8.221 ,-14.951
57.457,6.048 ,-12.094
57.474,3.851 ,-9.206
57.491,1.532 ,-6.254
57.507,-0.753 ,-3.268
57.524,-3.087 ,-0.353
57.541,-5.320 ,2.652
57.558,-7.615 ,5.614
57.574,-9.748 ,8.587
57.591,-11.568 ,11.441
57.608,-13.707 ,14.171
57.624,-15.596 ,16.842
57.641,-17.287 ,19.472
57.658,-18.946 ,22.005
57.674,-20.601 ,24.484
57.691,-22.016 ,26.973
57.708,-23.392 ,29.281
57.724,-24.560 ,31.42
57.741,-25.637 ,33.463
57.758,-26.454 ,35.31
57.774,-27.178 ,36.961
57.791,-27.768 ,38.444
57.808,-28.186 ,39.776
57.824,-28.598 ,40.943
57.841,-28.590 ,41.894
57.858,-28.635 ,42.622
57.874,-28.383 ,43.089
57.891,-28.045 ,43.36
57.908,-27.543 ,43.384
57.925,-26.934 ,43.124
57.941,-26.092 ,42.743
57.958,-25.086 ,42.048
57.975,-23.950 ,41.211
57.991,-22.649 ,40.117
58.008,-21.180 ,38.758
58.025,-19.564 ,37.168
58.041,-17.854 ,35.481
58.058,-16.017 ,33.514
58.075,-14.098 ,31.383
58.091,-12.099 ,29.142
58.108,-9.989 ,26.704
58.125,-7.881 ,24.161
58.141,-5.663 ,21.437
58.158,-3.493 ,18.685
58.175,-1.261 ,15.817
58.191,1.074 ,12.782
58.208,3.351 ,9.716
58.225,5.667 ,6.573
58.242,7.937 ,3.398
58.258,10.038 ,0.157
58.275,12.228 ,-3.022
58.292,14.320 ,-6.208
58.308,16.182 ,-9.428
58.325,17.879 ,-12.591
58.342,19.776 ,-15.752
58.358,21.339 ,-18.664
58.375,22.742 ,-21.549
58.392,24.050 ,-24.381
58.408,25.116 ,-27.165
58.425,26.273 ,-29.719
58.442,27.474 ,-32.18
58.458,28.245 ,-34.383
58.475,28.967 ,-36.47
58.492,29.347 ,-38.376
58.508,29.853 ,-40.033
58.525,30.224 ,-41.425
58.542,31.069 ,-42.647
58.559,30.339 ,-43.605
58.575,30.625 ,-44.343
58.592,30.301 ,-44.892
58.609,29.683 ,-45.203
58.625,28.995 ,-45.205
58.642,28.062 ,-44.935
58.659,26.995 ,-44.457
58.675,25.914 ,-43.733
58.692,24.561 ,-42.742
58.709,23.170 ,-41.588
58.725,21.612 ,-40.166
58.742,20.037 ,-38.599
58.759,18.270 ,-36.784
58.775,16.360 ,-34.716
58.792,13.979 ,-32.514
58.809,12.470 ,-30.086
58.825,9.946 ,-27.544
58.842,7.884 ,-24.796
58.859,5.759 ,-21.983
58.875,3.577 ,-19.083
58.892,1.501 ,-16.078
58.909,-0.837 ,-12.955
58.926,-3.139 ,-9.834
58.942,-5.371 ,-6.66
58.959,-7.437 ,-3.503
58.976,-9.547 ,-0.389
58.992,-11.502 ,2.787
59.009,-13.507 ,5.844
59.026,-15.414 ,8.885
59.042,-17.208 ,11.89
59.059,-18.855 ,14.864
