t,x,x2
74.591,-29.250 ,-11.857
74.608,-29.550 ,-11.456
74.625,-29.735 ,-10.972
74.641,-29.721 ,-10.5
74.658,-29.714 ,-9.948
74.675,-29.472 ,-9.423
74.691,-29.098 ,-8.845
74.708,-28.632 ,-8.29
74.725,-27.983 ,-7.675
74.741,-27.173 ,-7.127
74.758,-26.117 ,-6.514
74.775,-24.958 ,-5.903
74.791,-23.535 ,-5.328
74.808,-22.052 ,-4.767
74.825,-20.483 ,-4.211
74.841,-18.887 ,-3.669
74.858,-17.065 ,-3.04
74.875,-15.132 ,-2.558
74.891,-13.182 ,-1.997
74.908,-11.117 ,-1.437
74.925,-9.031 ,-0.954
74.942,-6.848 ,-0.499
74.958,-4.601 ,-0.095
74.975,-2.392 ,0.344
74.992,-0.083 ,0.744
75.008,2.145 ,1.124
75.025,4.421 ,1.471
75.042,6.640 ,1.716
75.058,8.942 ,1.933
75.075,11.153 ,2.084
75.092,13.185 ,2.191
75.108,15.226 ,2.254
75.125,17.000 ,2.426
75.142,18.591 ,2.438
75.158,20.068 ,2.319
75.175,21.546 ,2.243
75.192,23.124 ,2.107
75.208,24.246 ,1.855
75.225,25.439 ,1.579
75.242,26.286 ,1.275
75.259,27.121 ,0.964
75.275,28.000 ,0.736
75.292,28.494 ,0.52
75.309,29.199 ,0.254
75.325,29.497 ,0.032
75.342,29.566 ,-0.3
75.359,29.615 ,-0.564
75.375,29.461 ,-0.761
75.392,29.088 ,-1.024
75.409,28.524 ,-1.368
75.425,27.862 ,-1.756
75.442,27.120 ,-2.13
75.459,26.171 ,-2.566
75.475,25.119 ,-3.15
75.492,23.934 ,-3.614
75.509,22.555 ,-4.2
75.525,21.133 ,-4.675
75.542,19.495 ,-5.323
75.559,17.906 ,-5.957
75.576,16.236 ,-6.608
75.592,14.322 ,-7.152
75.609,12.358 ,-7.826
75.626,10.444 ,-8.311
75.642,8.414 ,-8.944
75.659,6.243 ,-9.512
75.676,3.867 ,-10.093
75.692,1.902 ,-10.68
75.709,-0.121 ,-11.25
75.726,-2.347 ,-11.836
75.742,-4.311 ,-12.374
75.759,-6.177 ,-12.892
75.776,-8.395 ,-13.349
75.792,-10.379 ,-13.767
75.809,-12.414 ,-14.054
75.826,-14.184 ,-14.271
75.842,-15.880 ,-14.48
75.859,-17.530 ,-14.621
75.876,-19.079 ,-14.712
75.892,-20.493 ,-14.734
75.909,-21.856 ,-14.716
75.926,-23.043 ,-14.7
75.943,-24.089 ,-14.669
75.959,-25.093 ,-14.496
75.976,-25.813 ,-14.389
75.993,-26.545 ,-14.185
76.009,-26.998 ,-13.986
76.026,-27.429 ,-13.671
76.043,-27.648 ,-13.292
76.059,-27.667 ,-12.915
76.076,-27.590 ,-12.36
76.093,-27.423 ,-11.882
76.109,-27.109 ,-11.289
76.126,-26.531 ,-10.826
76.143,-25.889 ,-10.164
76.159,-25.102 ,-9.68
76.176,-24.094 ,-9.121
76.193,-22.977 ,-8.519
76.209,-21.812 ,-7.973
76.226,-20.425 ,-7.395
76.243,-18.977 ,-6.784
76.26,-17.409 ,-6.226
76.276,-15.711 ,-5.621
76.293,-13.976 ,-4.997
76.31,-12.188 ,-4.443
76.326,-10.164 ,-3.967
76.343,-8.122 ,-3.494
76.36,-5.986 ,-3.173
76.376,-3.831 ,-2.857
76.393,-1.632 ,-2.548
76.41,0.529 ,-2.461
76.426,2.654 ,-2.32
76.443,4.919 ,-2.223
76.46,7.160 ,-2.188
76.476,9.226 ,-2.175
76.493,11.296 ,-2.216
76.51,13.248 ,-2.225
76.526,15.156 ,-2.324
76.543,16.982 ,-2.421
76.56,18.685 ,-2.541
76.577,20.257 ,-2.798
76.593,21.317 ,-3.065
76.61,22.809 ,-3.429
76.627,23.989 ,-3.794
76.643,25.065 ,-4.17
76.66,26.622 ,-4.554
76.677,27.107 ,-4.908
76.693,27.687 ,-5.233
76.71,29.111 ,-5.456
76.727,29.471 ,-5.611
76.743,29.608 ,-5.733
76.76,29.863 ,-5.793
76.777,29.878 ,-5.87
76.793,29.744 ,-6.081
76.81,29.384 ,-6.194
76.827,28.840 ,-6.392
76.843,28.074 ,-6.703
76.86,27.220 ,-6.916
76.877,26.212 ,-7.131
76.893,25.072 ,-7.481
76.91,23.733 ,-7.877
76.927,22.325 ,-8.224
76.944,20.729 ,-8.573
76.96,18.991 ,-8.921
76.977,17.160 ,-9.247
76.994,15.234 ,-9.551
77.01,13.213 ,-9.789
77.027,11.284 ,-9.993
77.044,9.121 ,-10.203
77.06,7.017 ,-10.337
77.077,4.405 ,-10.351
77.094,2.295 ,-10.455
77.11,-0.101 ,-10.567
77.127,-2.265 ,-10.544
77.144,-4.427 ,-10.531
77.16,-6.435 ,-10.501
77.177,-8.416 ,-10.516
77.194,-10.423 ,-10.516
77.21,-12.636 ,-10.497
77.227,-14.562 ,-10.434
77.244,-16.255 ,-10.387
77.261,-18.039 ,-10.238
77.277,-19.637 ,-10.197
77.294,-21.164 ,-10.08
77.311,-22.488 ,-10.026
77.327,-23.723 ,-9.805
77.344,-24.789 ,-9.646
77.361,-25.651 ,-9.441
77.377,-26.380 ,-9.241
77.394,-27.056 ,-9.059
77.411,-27.489 ,-8.817
77.427,-27.846 ,-8.683
77.444,-27.957 ,-8.385
77.461,-28.001 ,-8.222
77.477,-27.856 ,-7.941
77.494,-27.580 ,-7.704
77.511,-27.062 ,-7.465
77.527,-26.453 ,-7.335
77.544,-25.666 ,-7.217
77.561,-24.745 ,-7.028
77.578,-23.598 ,-6.899
77.594,-22.320 ,-6.63
77.611,-20.954 ,-6.454
77.628,-19.505 ,-6.244
77.644,-17.889 ,-6.06
77.661,-16.219 ,-5.874
77.678,-14.517 ,-5.665
77.694,-12.597 ,-5.557
77.711,-10.539 ,-5.411
77.728,-8.549 ,-5.324
77.744,-6.520 ,-5.276
77.761,-4.347 ,-5.257
77.778,-2.284 ,-5.299
77.794,-0.104 ,-5.326
77.811,1.946 ,-5.416
77.828,4.204 ,-5.629
77.844,6.396 ,-5.816
77.861,8.594 ,-6.076
77.878,10.715 ,-6.39
77.894,12.701 ,-6.727
77.911,14.598 ,-7.027
77.928,16.279 ,-7.398
77.945,17.969 ,-7.632
77.961,19.912 ,-7.925
77.978,21.238 ,-8.285
77.995,22.458 ,-8.626
78.011,23.823 ,-8.97
78.028,24.807 ,-9.191
78.045,25.803 ,-9.477
78.061,26.730 ,-9.785
78.078,27.792 ,-10.045
78.095,28.565 ,-10.404
78.111,29.488 ,-10.556
78.128,29.702 ,-10.838
78.145,29.852 ,-11.068
78.161,29.874 ,-11.252
78.178,29.783 ,-11.582
78.195,29.419 ,-11.914
78.211,28.945 ,-12.232
78.228,28.168 ,-12.582
78.245,27.376 ,-12.914
78.262,26.366 ,-13.113
78.278,25.269 ,-13.411
78.295,24.071 ,-13.707
78.312,22.593 ,-13.968
78.328,21.031 ,-14.097
78.345,19.366 ,-14.222
78.362,17.550 ,-14.347
78.378,15.757 ,-14.522
78.395,13.760 ,-14.68
78.412,11.712 ,-14.795
78.428,9.426 ,-14.968
78.445,7.299 ,-15
78.462,5.072 ,-15.032
78.478,2.821 ,-15.025
78.495,0.562 ,-15.006
78.512,-1.682 ,-14.913
78.528,-3.864 ,-14.857
78.545,-6.060 ,-14.633
78.562,-8.173 ,-14.602
78.579,-10.335 ,-14.504
78.595,-12.350 ,-14.263
78.612,-14.241 ,-14.193
78.629,-16.220 ,-14.195
78.645,-17.960 ,-14.241
78.662,-19.632 ,-14.516
78.679,-21.211 ,-14.689
78.695,-22.614 ,-15.036
78.712,-23.782 ,-15.328
78.729,-24.835 ,-15.654
78.745,-25.779 ,-15.98
78.762,-26.614 ,-16.293
78.779,-27.312 ,-16.486
78.795,-27.675 ,-16.654
78.812,-28.044 ,-16.745
78.829,-28.251 ,-17.032
78.845,-28.313 ,-17.138
78.862,-28.252 ,-17.326
78.879,-28.001 ,-17.392
78.895,-27.663 ,-17.42
78.912,-27.114 ,-17.409
78.929,-26.396 ,-17.409
78.946,-25.559 ,-17.358
78.962,-24.547 ,-17.091
78.979,-23.407 ,-17.021
78.996,-22.128 ,-16.742
79.012,-20.655 ,-16.651
79.029,-19.109 ,-16.324
79.046,-17.418 ,-16.004
79.062,-15.580 ,-15.698
79.079,-13.771 ,-15.51
79.096,-11.925 ,-15.215
79.112,-9.901 ,-14.957
79.129,-7.851 ,-14.699
79.146,-5.767 ,-14.387
79.162,-3.552 ,-14.149
79.179,-1.415 ,-13.807
79.196,0.733 ,-13.484
79.212,2.975 ,-13.11
79.229,5.158 ,-12.663
79.246,7.310 ,-12.184
79.263,9.437 ,-11.631
79.279,11.519 ,-11.081
79.296,13.628 ,-10.505
79.313,15.478 ,-9.943
79.329,17.192 ,-9.249
79.346,18.945 ,-8.522
79.363,20.402 ,-7.767
79.379,21.969 ,-6.922
79.396,23.203 ,-6.129
79.413,24.662 ,-5.34
79.429,25.371 ,-4.671
79.446,26.268 ,-3.996
79.463,27.115 ,-3.379
79.479,27.983 ,-2.829
79.496,28.438 ,-2.264
79.513,29.160 ,-1.792
79.529,29.160 ,-1.34
79.546,29.396 ,-0.911
79.563,29.353 ,-0.474
79.58,29.304 ,-0.036
79.596,28.979 ,0.366
79.613,28.345 ,0.759
79.63,27.613 ,1.073
79.646,26.787 ,1.298
79.663,25.739 ,1.423
79.68,24.530 ,1.439
79.696,23.066 ,1.399
79.713,21.679 ,1.364
79.73,20.162 ,1.36
79.746,18.462 ,1.217
79.763,16.714 ,1.067
79.78,14.881 ,0.704
79.796,12.689 ,0.373
79.813,10.854 ,-0.133
79.83,8.796 ,-0.704
79.846,6.601 ,-1.378
79.863,4.508 ,-1.926
79.88,2.348 ,-2.636
79.896,-0.071 ,-3.252
79.913,-2.333 ,-3.881
79.93,-4.414 ,-4.542
79.947,-6.499 ,-5.177
79.963,-8.668 ,-5.792
79.98,-10.680 ,-6.542
79.997,-12.762 ,-7.292
